ID,审计项ID,审计项标题,程序内容,是否主程序
72,72,是否建立离线数据的调阅、复制、传输、查询和登记流程。,检查离线数据维护记录，查看对离线数据的调阅、复制、传输、查询的授权审批记录。,是
73,73,离线数据存储介质入库前的调阅、复制、传输、查询是否进行了登记。,查看登记记录，检查确认离线数据存储介质入库前的调阅、复制、传输、查询进行了登记。,是
74,74,离线数据存储介质入库后的调阅、复制、传输、查询是否进行了登记。,查看登记记录，检查确认离线数据存储介质入库后的调阅、复制、传输、查询进行了登记。,是
75,75,是否建立至少每季度扫描并修补漏洞的工作机制，定义扫描检测的内容和程序，明确漏洞扫描工具和扫描频率，记录扫描结果及处理情况。,a)访谈系统管理员，询问是否定期对系统进行漏洞扫描，扫描周期多长； b)检查是否至少每季进行一次漏洞扫描。,是
76,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,a)访谈安全管理员，了解设备上线前的安全检查流程； b)查看设备上线前的漏洞扫描、渗透测试、病毒扫描、木马检测等扫描报告。,是
251,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,检查IT审计制度或公司审计制度。,否
277,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,调阅操作系统、数据库、网络设备、堡垒机用户管理或访问控制相关制度，明确是否对密码最小长度、密码复杂度、历史密码进行要求。,否
303,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,检查是否具有网上信息系统的渗透测试报告。,否
326,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,检查近期上线系统的测试报告。,否
330,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,a)访谈开发负责人，询问是否根据生产环境测试的结果设计系统升级过程及应急预案； b)抽查一次生产环境测试报告和系统变更方案。,否
340,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,查看运维管理相关系统，确认是否将事件和问题管理流程进行线上化管理。,否
459,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,a)检查设立信息系统运维组织的正式发文，查看运维岗位分工及岗位职责说明，了解信息系统运维岗位设立情况；b)访谈相关人员，询问是否知悉其职责范围。,否
466,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,a)检查设立信息系统运维组织的正式发文，查看运维岗位分工及岗位职责说明，了解信息系统运维岗位设立情况；b)访谈相关人员，询问是否知悉其职责范围。,否
513,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,查看监督和检查记录，确认对外包人员工作情况进行了监督和检查。,否
524,76,是否对新上线的设备在接入运行网络前进行全面的安全检查。,a)访谈安全管理员，了解设备上线前的安全检查流程；b)查看设备上线前的漏洞扫描、渗透测试、病毒扫描、木马检测等扫描报告。,否
77,77,是否对漏洞风险持续跟踪，在经过充分的验证测试后对必要的漏洞开展修补工作。,检查漏洞修补（变更）报告，确认对发现的网络系统安全漏洞进行了风险评估并及时修补，完成修补工作后进行了验证测试。,是
78,78,是否在漏洞扫描或漏洞修补后进行验证测试，以保证网络系统的正常运行。,a)访谈网络管理员，询问是否在漏洞扫描或漏洞修补后应进行验证测试； b)查看漏洞修补（变更）记录，是否有验证测试记录。,是
79,79,是否对网上信息系统进行渗透测试，并出具安全性测试报告。,检查是否具有网上信息系统的渗透测试报告。,是
80,80,是否定期对服务器和终端进行全面病毒扫描。,"a)查看防病毒软件策略，确认是否成功部署了定期全面扫描。
b)查看病毒扫描记录，判断是否定期对服务器和终端进行全面病毒扫描。",是
81,81,全面病毒扫描不得在交易时段内进行。,检查病毒扫描时间，确认未在交易时段内进行。,是
82,82,是否由内部人员每年进行一次全面安全检查。,查看安全检查记录，判断全面安全检查是否至少每年一次,是
83,83,是否对安全区域隔离情况进行检查。,查看安全检查记录,是
84,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看安全检查记录,是
308,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看安全检查记录,否
516,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,a)访谈资产管理员，询问是否根据重要性对介质进行分类和标识；b)检查介质存储环境，查看是否对其进行了分类，并具有不同标识。,否
527,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,检查是否具有系统测试验收报告，是否有第三方测试机构的签字或盖章。,否
532,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看最近的安全检查记录，是否包括口令检查内容,否
533,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看最近的安全检查记录，是否包括口令检查内容,否
535,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看最近的安全检查记录，是否包括口令检查内容,否
536,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看最近的安全检查记录，是否包括口令检查内容,否
538,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,查看最近的安全检查记录，是否包括口令检查内容,否
550,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,检查是否具有系统测试验收报告，是否有第三方测试机构的签字或盖章。,否
553,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,检查是否具有系统测试验收报告，是否有第三方测试机构的签字或盖章。,否
636,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,a)询问网络管理员审计记录保护机制；b)查看审计保护机制设计文档；c)测试边界和主要网络设备，通过以某个非审计用户登录系统，试图删除、修改或覆盖审计记录，验证安全审计的保护情况与要求是否一致。,否
657,84,是否对系统弱口令、默认口令、通用口令、长期不变口令进行检查。,检查机房平面图，并现场检查，是否包括：主机房、辅助区、支持区等功能区域。,否
85,85,是否对系统中高危漏洞进行检查。,查看安全检查记录,是
86,86,是否对端口及服务开启情况进行检查，并关闭非必要端口和服务。,查看安全检查记录,是
